Coronavirus infection rate in metro D.C. is three times higher than outside region - The Washington Post	3355
Paying rent during coronavirus: Many states offer relief for renters	10127
floats another bogus coronavirus cure and his administration scrambles to stop people from injecting disin	1495
UK care providers allege Covid-19 death toll underestimated - The Guardian	5636
Flashback May 18th: CDC plans sweeping COVID-19 antibody study in 25 metropolitan areas | Article [AMP] | Reuters	3315
Retired NYPD sergeant with coronavirus symptoms (though he wasn't ever tested) dies after leaving hospital	9754
2 Californians died of coronavirus 3 weeks before previously known 1st US death on February17th - CNN	772
Coronavirus: New York orders thousands of manually operated pump ventilators	3505
Sen. Maria Cantwell's staffer tests positive for coronavirus, the first infection on Capitol Hill - The Washington Post	1110
#Coronavirus in #Mexico made worse by trio of health risk factors: #diabetes #hypertension #obesity	9708
53 days after Trump said anybody could get tested, Fauci says the U.S. is still a month away	9585
#CoronaVirusUpdate #COVID19 Italian coronavirus cases seen 10 times higher than official tally | Article [AMP] | Reuters	4159
UK COVID-19 death toll rises above 30,000, highest in Europe: data - Reuters 	1019
Estimate net worth of 5Milllion and has a go fund me for hospital bills..... broken society.. Nick Cordero	1482
WhoFDA did not review many coronavirus antibody tests flooding the market - The Washington Post	2951
Coronavirus deaths doubled in L.A. County last week - Los Angeles Times	816
Coronavirus closures reveal vast scale of secretive wildlife farm industry	7528
Troll farms from Macedonia and the Philippines pushed coronavirus disinformation on Facebook - NBC News	703
$SPX Coronavirus: Hassett says unemployment will approach Great Depression	5667
MOSCOW MITCH-McConnell admits he was wrong (AGAIN) to say Obama administration failed to leave a pandemic playbook	1364
How strange...De Blasio won't release key coronavirus stats despite promises of transparency 	2331
Deadly infection is raging through nursing homes &amp; the trump administration thinks infection controls might be too strict. #covid19	2671
Secretary of State Mike Pompeo says China not forthcoming initially on coronavirus, setting prevention efforts back CNBC #Coronavirus #Breaking #Covid_19 #friday #uk #london #like #retweet	6109
Contamination at CDC lab led to coronavirus testing delays, report says	10178
NEW: The first coronavirus-related death of a U.S. immigration detainee was reported by health officials on Wednesday.	9898
Trump Administration plans to use #COVID19 crisis as excuse to push radical policy agenda supported by big business.Fixed the headline.	1371
Trump and the GOP are fully supporting an effort to roll back health coverage for millions during the #covid19 pandemic... Bastards!	8080
According to a peer-reviewed study in the worlds most prominent medical journal: #covid	1643
Exclusive: #Iran-linked hackers recently targeted coronavirus drugmaker Gilead!Hackers linked to Iran have targeted staff at U.S. drugmaker Gilead Sciences Inc!	583
Cummings and his cabinet colleagues are lining him up as the fall guy for when the #coronavirus crisis eventually ends	3275
Carlsbad desalination plant locked down to protect water supply amid coronavirus pandemic	3375
Harvard has an endowment while true small businesses will struggle and die.	3697
Study: Areas without social distancing have 35 times more potential likely coronavirus spread	1021
Feeling cooped up during the coronavirus pandemic?These private islands cost about the same, if not less, than many L.A. homes.	8592
Millions of animals killed a little earlier than usual #SaturdayThoughts #Coronavirus#covid19 #covid__19	8356
Bullshit media had been covering the virus since late october 2019	1925
Senior care homes source of nearly half of all California coronavirus deaths, data show	1824
How country of 97 million kept its #Covid-19 death toll at ZERO	69
Phishing scams spike as hackers use coronavirus to prey on remote workers, stressed IT systems #phishing #Hacking #remotework #cyberattacks	2111
NHS doctors lacking PPE 'bullied' into treating Covid-19 patients	6993
Young adults under age 44 make up a big part of coronavirus hospitalizations in the US #SmartNews	2890
Although the US government lost its case on all charges, Ice has kept him indefinitely detained since the trial	314
Coronavirus: Fed holds key rate near zero, vows forceful steps amid virus	210
Places without social distancing have 35 times more likely coronavirus spread, study finds	1021
Florida's scientist was fired for refusing to 'manipulate' #Covid_19 data	137
New York coronavirus deaths: Data shows most had underlying illnesses	8645
Long-struggling JC Penney files for bankruptcy as coronavirus hammers economy here we are	745
Economic damage from the coronavirus is hitting the lowest level of wage earnershardest	4039
Former Trump 'fixer' Michael Cohen released from federal prison due to coronavirus	4419
#Egypt #PressFreedom: editor Lina Attalah briefly detained in #Covid19 reporting crackdown while talking to jailed activists mother	3708
Global report: Trump threat to cut trade ties over Covid-19 branded lunacy by Chinesemedia	106
'Apocalyptic': Hospitals are losing millions treating coronavirus and the results could be dire 	1965
Norwegian Air's lessors including China's BOC take main ownership	4763
Trump administration points finger at China for attempts to steal coronavirus research	720
Reveal cost of 3.5m unusable Covid-19 testsRemember being told wed be buying these off Amazon in a few days ?	2887
COVID-19 outbreak hits 9 industrial facilities in Vernon, including Farmer John plant	888
New FDA approved saliva testing that can be done at home and then mailed to the clinic. #Covid_19 #SARSCoV2	7196
#Oxfam to close their doors in 18 countries, inculding #Rwanda , and cut about 1500 staff amid #coronavirus pressures	5256
Maryland has received 'hundreds of calls' about the effectiveness of ingesting #disinfectant to treat #coronavirus, governor says#COVID19 #Trump	1186
Two Los Angeles city workers die of coronavirus #coronavirus #california #LosAngeles	9487
Israeli spies source up to 100,000 #coronavirus tests in covert mission	5037
Oil rises 3% on hopes for output cut as coronavirus ravages demand | Article [AMP] | Reuters	7750
California and growithing number of other states cancel standardized testing for 2019-20 amid coronavirus pandemic - The Washington Post	1861
April 3, 2020: Tresury makes coronavirus loan terms less favorable for small businesses	7089
So China makes trillions from this continent and now this is the shit they are doing to us	1163
People asked to work during the pandemic have filed thousands of complaints regarding their exposure to the novelcoronavirus.	3125
Cuomo says coronavirus may have infected nearly 25% of NYC residents - New York Post	7675
British-Iraninan woman, jailed since 2016, reports she believes she has coronavirus in prison.	8044
CDC says coronavirus survived in Princess Cruise ship cabins for up to 17 days after passengers left	557
China posts first GDP decline on record as coronavirus cripples economy	470
#FDA did not review many coronavirus antibody #tests flooding the #market - #coronavirus #covid19 #pandemic #health #news	2951
UK start-ups have raised $825 million during #Coronavirus lockdown, but less deals are being made	4364
CDC: coronavirus RNA found in Princess Cruise cabins up to 17 days after passengers left Awesome $rcl	557
Now keep this in mind...these are the same ppl that said Millions would be dead by April.	325
And yet he's blaming POTUS.De Blasio's senior staff in near revolt over his coronavirus response 	2584
Sir Patrick Vallance, the governments chief scientific adviser, suggested that the target was to infect 60% of the UKs population. #coronavirus	8654
'We've been muzzled': CDC staffers say White House putting politics ahead of science 	264
Trading in India halted as stocks drop by 10%, following similar move in Thailand	1713
Tainted Cutter polio vaccine killed and paralyzed children in 1955 - The Washington Post	1416
#Starz sees 142% spike in #newsubscribers during coronavirus pandemic 	6007
NEW from me: Political campaigns, forced to move their operations online during coronavirus, aren't giving details about their digital security:	9778
Meanwhile, President Trump is boasting of having wrangled this virus decisively, right from Day 1.	2598
Italy readies measures worth 3.6 billion euros to tackle coronavirus	7786
#PrinciplesFirst #PoliticalIndependents #WuhanVirus: Senator Rand Paul and Congressman Andy Biggs write that Anthony Fauci wants America closed until there's nothing to reopen:	626
A hairstylist in Missouri worked while symptomatic and exposed 91 people to coronavirus.	437
Oh look, Trump lied!Americans at WHO transmitted real-time info about coronavirus to Trump admin	181
WHO says 'delayed epidemic' takes hold in eastern Europe as coronavirus cases in Russia rise #Europe #CNBC#Roboinfo0.120#Robotex group	288
Whitehouse Projection Coronavirus could kill more Americans than some wars	9381
#COVID19 straining our fragile food supply chain, as European farms lack the hands needed to harvest crops	9041
Unlike the flu, the coronavirus so far has not split into clearly distinct forms.	6177
#Covid19 is ravaging one of the countrys wealthiest #black counties	1377
French patient had contracted #Covid19 in DecemberHad not travelled outside of France	675
40,000 NY health-care workers answer Cuomos call for coronavirus surge - New York Post #ThankYou	505
China: Trump revoking Hong Kong trade perks, cuts ties with WHO	8776
#coronavirus #sage #covid19 #SAGE Revealed : Dominic Cummings on secret scientific advisory group for Covid-19 | World news | The Guardian	663
And this one says 2 children from the UK and Belgium have died from Coronavirus	5722
Coca-Cola says demand in April has been weakened by coronavirus pandemic, volume off 25% so far this month from #COVID19	2369
BREAKING: House passes $3 trillion coronavirus relief bill known as the Heroes Act.	1056
Trump urges against hoarding as coronavirus cases soar, Fed cuts rates to zero from	6658
Analysis | Betsy DeVos finds new pot of cash to push education agenda: federal covid-19 relief money	5579
White House says small business loan program for coronavirus impacted firms is out of money	5054
Democrats trying to use coronavirus to rewrite USelection law	4426
: #US intelligence warned in January and February as he dismissed #coronavirus threat	1956
Preliminary study raises questions about coronavirus test hailed by Trump	1662
Coronavirus bill: House nears approval of free tests, paid sick leave	673
Not all #Americans have access to #CleanWater.. wwhich is critical to prevent /contain #COVID19 spread...	4792
Retail gets the green light in California, subject to local health officials' OK	9267
US companies cut 27,000 jobs before the worst of the coronavirus shutdown hit, ADP report shows #economy	2950
Exclusive: India's stiffer foreign investment rules aimed at China to include Hong Kong - sources REUTERS	8036
#COVID19Wuhan #Coronavirus Pandemic US now has more coronavirus cases than either #Communist #China or #Italy	840
Coca-Cola says demand in April has been weakened by coronavirus pandemic, volume off 25% so far this month	2369
Chechen strongman Ramzan Kadyrov 'hospitalised with suspected WuhanVirus-Putin ally reportedly flown to Moscow for treatment.	8202
Bank stocks are 'very cheap,' traders say here are the signs of stabilization from	1934
'People are going to go hungry': #CoronavirusPandemic effects could leave 54m Americans without food | #TrumpResignNow	6854
(USA): NYC nursing homes staggering #Coronavirus deaths dont match state reports	4587
You've been punked!Cuomo: Most new NY coronavirus hospitalizations are from people who stayed home	732
Coronavirus effects lead Uber to laying off 3,700  Zoom 	5171
Britain outpaces Italy with Europe's highest official coronavirus death toll - Reuters 	1019
Man becomes first coronavirus-related death in ICE custody - CNNPolitics	2382
Positivity rate of PCR tests in Germany: ~8%Rate of solid and interesting papers in medRxiv: ~2%	7244
Ice agents are still performing raids and using precious N95 masks to do so | Coronavirus outbreak | The Guardian	8037
At least 37 London transport workers, including 28 bus drivers have died from #coronavirus #Covid19	5610
A third of Americans believe #COVID19 laboratory conspiracy theory study | US news | The Guardian	3855
Coronavirus cases on USS Roosevelt spike to 550 #SmartNews THIS is Trumps fault	9584
Swedish antibody study shows long road to immunity (7.3% Stockholm vs 11.3% Madrid) as COVID-19 toll mounts - Reuters	5620
Closed borders and broken supply chains from Coronavirus pandemic could kill 265 million people from starvation	340
UK 40,496 deaths,Italy 30,739 deaths,Spain 26,744 deaths,France 26,604 deaths,Germany 7,661 deaths.	90
Up to 150 million in US expected to contract #coronavirus , congressional doctor says#Corinavirus #CoronavirusUSA #Covid_19 #COVID19	1413
Walgreens saw sales surge, then drop off during coronavirus pandemic from $wba $cvs	6163
US source: North Korean leader in grave danger after surgery#DPRK #northkorea #intelligence #kimjongun #korea #north #intel #spies #coronavirus #covid #covid19 #covid_19	6528
DOJ warns LA mayor Garcetti against extended coronavirus lockdowns	8743
Britons stranded in Bali call for taxpayer funded UK evacuation flights as coronavirus cuts routes.	1805
Congress still hasnt done this one thing that experts say is necessary for a safe reopening	8345
These new scams are targeting your coronavirus stimulus checks	7824
#Trump described the #pandemic sweeping the globe a foreign virus, but the #Chinese are calling it an #American one. #Covid_19	5232
GE Ation to cut workforce by 25% as coronavirus hits travel demand	1208
IDIOTrump officials ignored coronavirus warnings, scientist says - Los Angeles Times	5595
Ecuadorian city creates helpline for removal of coronavirus victims	6574
COVID-19 Was an Emergency Until Trump Found Out Who Was Dying	5189
#Hope #USA #CoronavirusOutbreak #Chase bank #GreatDepression 20% #unemployment claims within days	4199
Keith Middlebrook peddled fake coronavirus cure to millions, feds say - The Washington Post	1684
Wednesday saw a new one-day high for coronavirus deaths in the US	843
Coronavirus: Trump administration projects 3,000 deaths per day by June	835
Coronavirus kills another Amazon worker, company's response adds to employees' fears - CNBC	4833
Coronavirus Ravages 7 Members of a New Jersey Family, Killing 3 Three other children remain hospitalized in critical condition	3254
66 more coronavirus deaths reported in L.A. County as case count climbs past 16,000	3996
Rising substance abuse and treatment restrictions are pushing an already over-burdened rehab system to breaking point	306
CHINESE AGENT KILLS AMERICAN COVID-19 SCIENTISTCoronavirus researcher killed in suspected murder-suicide	4065
Trump-supporting, armed militia helped a Michigan barbershop open in violation of state regulations aimed at ending spread of the coronavirus	2897
#Cuba credits two drugs with slashing #coronavirus death toll - Reuters. #COVID19	2676
Sen. Richard Burr's stock trades investigated by Justice Department, SEC - The Washington Post	8031
Accusations of Mistakes and negligence, Prosecutors are investigating a California #nursing home where 13 have died of #coronavirus	7391
Children at risk of forced labour; #WHO says dont assume cases will keep declining. #coronavirus	2662
Stock futures tank, hit 'limit down' after Trump #coronavirus speech; Dow set to fall 1,100 points	285
Don't reopen yet, governors tell Trump as coronavirus deaths cross 40,000 - ReutersListen up, #Bunkie	5011
EU warns of Kremlin disinformation efforts to sow 'panic and fear' during coronavirus outbreak	2721
A key procedural vote on a massive coronavirus stimulus bill failed in the Senate as Democrats lined up against it	4659
Study by Stanford University group shows antibody Covid-19 more prevalent in Bay Area than counts say from	3926
Orange County's coronavirus spike continues as case count passes 4,000	7734
Farmworkers sue Washington state over coronavirus protections 	9676
Deputies called after angry Costco customers balk at #coronavirus shortages of water, toilet paper	4566
CDC warns rats are becoming more aggressive with restaurants closed	3159
Obama called Trumps coronavirus response anemic and spotty, and an absolute chaotic disaster on a phone call, per	4385
GODDAMN MAGA FU_KER DONATED 17.8 TONS medical supplies, ventilators to CHINA in FEBRUARY	3580
So health and social care workers are *six* times more likely to catch coronavirus than the general population.No surprise whatsoever	2803
Actual number of infection cases in India is likely to be about 21000 by now.	9645
'Freedom' protest against coronavirus orders leads to arrests at California Capitol	6046
Ohio Attorney General Dave Yost orders clinics to halt nonessential surgical abortions amid coronavirus response - The Washington Post	7908
Southern California home buying hasn't been slammed by coronavirus fear yet	5891
What an arrogant #smartarse bastard #cummings is ... telling reporters to stay 2m apart while he travelled 260 miles with #COVID19	1283
Core civic, a private prison operator in America virtually killed this man who had committed no crime.	1016
Each state has an R for a Governor.Two states that opened early questioned over public access to Covid-19 data	237
The Fed Offers Emergency Loans to Mutual Funds: Live Updates	5496
Trump Sent the Guard to the Coronavirus Front Line but Denied Them Military Care #SmartNews	455
Ex Trump lawyer, Michael Cohen, will be released from prison due to pandemic	3434
Exclusive: Amazon stops receiving non-essential products from sellers amid coronavirus outbreak - Reuters	2900
Drug touted by Trump as Covid-19 treatment linked to a greater risk of death, study finds #cnn #covid-19 #coronavirus #hydroxycloroquine #drtrump #facts #deaths #cdc #mkt	7881
Native American tribes have been hit hard by coronavirus, battling red tape #USINDODailyNews	6714
US coronavirus: Influential model projects 135,000 deaths in US, nearly double its last estimate	150
China reports April 2020 trade data as coronavirus outbreak eases Imports Drop	5640
Boeing 737 Max fix date quietly pushed back amid coronavirus	4515
The US coronavirus death toll surpasses American casualties from the Vietnam War	30
Trump told federal health agency to classify coronavirus deliberations -	1704
Senate passes $2 trillion coronavirus relief package in effort to address economic trauma caused by the pandemic	2642
New York City partners with Salesforce on coronavirus contact tracing program, mayorsays	2236
A free press in China could have prevented the #coronavirus #pandemic, media watchdog says#China #ChinaAggression #Dictatorship #Surveillance #ChinaCrimes #Censorship	3919
Maybe total lockdown wasnt the best idea for the UK.... Coronavirus: Sweden's GDP actually grew in the first quarter	3625
Warren Buffett says Berkshire sold its entire position in airlines because of the coronavirus  CNBC #news #CNBC	52
US sends 200 ventilators to Russia as coronavirus crisis deepens GOP Traitors	2191
Roughly 60% of the over 600 sailors who tested positive so far have not shown symptoms of #COVID19.#USSTheodoreRoosevelt	1552
Alyssa_Milano: RT : Wearing a mask can reduce coronavirus transmission by 75%, new study claims	1804
#Coronavirus #2019nCoV #COVID19 US coronavirus testing capabilities limited compared to other nations like the UK.	5619
Trump's cuts to the CDC have resulted in a delayed, inadequate response to the coronavirus outbreak	9793
Zuckerberg warns that Facebooks content moderation efforts have been hampered by coronavirus	5050
He didn't have health insurance and was denied care at an urgent care center #AmericanExceptionalism	5657
Not a good look REPUGS: Coronavirus in Wisconsin: At Least 7 Cases Tied to Election Day Voting	1544
The Atlanticcould only verify that 1,895 people have been tested for the coronavirus in the United States American Exceptionalism	2964
#Trump removes #inspector general overseeing implementation of $2.3 trillion #coronavirus relief: Politico - Reuters	678
Germany tries to stop U.S. poaching German firm seeking coronavirus vaccine - Reuters	2828
One of the UK top scientific advisers resigned his position over visiting his girlfriend during lockdown	1546
#WarrenBuffett says #Berkshire sold all its airline #stocks because of the #coronavirus $BRKA $BRKB	52
Labour MPs alarmed Covid-19 laws being passed without vote	1418
Coronavirus Germany: Infection rate higher after lockdown eased.Germany has 158,758 confirmed coronavirus cases and 6,126 deaths	6195
Trump deems churches 'essential' in coronavirus pandemic, calls for Memorial Day reopenings	7177
As Coronavirus Tolls Climb, the White House Has Questioned the Numbers	108
SEC warns on coronavirus insider trading after stock sales by Sen. Loeffler and NYSE chief husband raise eyebrows #saudiarabia	252
In 17 states -- including Georgia, Arkansas, California and Alabama -- the number of new Covid-19 cases is rising #Spike #UnitedStates #Covid19 #Coronavirus	182
Coronavirus hits already struggling US farmers with drop in prices	1468
Breaking: Trump to order 60-day ban on new immigrants seeking green cards in U.S. #SmartNews #coronavirus #COVID19	44
SucksUK Gov forced to reject Dyson's ventilator offering, after ordering 10,000 provisionally#Covid19 #Covid19UK #CoronaUK #Coronavirus	1118
Most California voters back coronavirus work protections for undocumented farmworkers, poll finds	1359
Wuhan alone tested &gt;1M yesterday, and here in SG we can't test &gt;8K dormitory based foreign workers per day... #singapore #covid19	961
Ankle monitors ordered for Louisville residents exposed to Covid-19 who refuse to stay home	4302
The CDC and Several States Are Misreporting COVID-19 Test Data	269
Los Alamos scientists believe the virus has mutated to become highly contagious and is spreading throughout the world.	2902
Wisconsin bars reopen immediately following Supreme Court ruling cancelling #coronavirus	2310
As hospitals see more severe child abuse injuries during coronavirus, 'the worst is yet to come'	1845
Trump to ban export of coronavirus protection gear 'We're not happy with 3M' from	1024
A megachurch has nearly 1,000 people tested for coronavirus in two days	6640
These 30 US cities may be on the verge of a coronavirus pandemic-driven housing crisis - USA TODAY	7738
Oh yeah #covid19 The list of those who wont get a $1,200 stimulus check is growing	3137
The rich flee to Nantucket homes despite lack of doctors, hospitals	9659
US - 'They are setting us up for death': thousands of California prisoners battle Covid-19	4492
529 College Plans Are Hit by Stock Market Turmoil	2771
#COVID19 &amp; Oncology: those w/blood, lung malignancies or metastatic disease, were at highest risk of complications and death	637
JP Morgan Chase is set to increase mortgage borrowing standards in light of the coronavirus slowdown -	2708
#Distilleries are making #handsanitizer with their in-house alcohol and giving it out for free to combat #coronavirus - CNN	5623
Were beyond angered: Fed up nurses file lawsuits, plan protest at White House over lack of coronavirus protections #DonaldTrump #GOP #coronavirus #COVID19 #Republicans #JoeBiden #Democrats	103
Disgusting.....Arizona GOP chair Kelli Ward encourages anti-stay-at-home protesters to dress like health care workers - CNNPolitics	492
News Alert: Former Trump campaign chairman Paul Manafort released from prison and granted home confinement amid #coronavirus fears	4029
Couple dead in murder-suicide afte feared had coronavirus... #drudge	6205
Trump Donor Monty Bennett Hired Trump-Tied Lobbyists, Then Raked in Coronavirus Relief Cash	3800
The U.S. is pushing Mexico to reopen factories even as workers die from COVID-19 	5147
While Trump minimizes the toll, government orders 100,000 new body bags. #COVID19 #SocialDistancingNow #TrumpOwnsEveryDeath #StayHome	940
Turkey has sent 500,000 coronavirus test kits to the United States upon their request	7255
Thousands of #Cancer patients could die early due to coronavirus delays, study finds | Society | The Guardian	3488
* 'Mask wars': Covid-19 outbidding allegations fly as demand soars	1736
With Italians in lockdown, sex toy company sees sales surge and Pornhub spots an opportunity	10256
1/ The White House and congressional leaders reached agreement on a $484 billion coronavirus relief package	9593
Air pollution may be key contributor to #COVID19 deaths study	1749
New York's coronavirus death toll jumps 100 in just one day to 385 	7511
FBI serves warrant on senator Burr in investigation of stock sales linked to coronavirus.	165
During coronavirus, luxury real estate is still booming - Los Angeles Times	202
Coronavirus relief: Investment firms spent millions lobbying Trump, Congress	430
Chancellor Angela Merkel said on Wednesday that the coronavirus was likely to infect about two-thirds of the German population.	8788
Revealed: Dominic Cummings on secret scientific advisory group for #Covid19	663
In some states, the daily rate of new coronavirus infections is far higher than in others.	2601
Oscar Health, Josh Kushners health insurance start-up, raises $165 million from Alphabet and others #COVID19 #GRIFTERS	6327
Florida official was ousted for refusing to censor coronavirus data - NBC News	152
Modi has kept Kashmir Under Siege for 8 months - Kashmir Faces a Serious Mental Health Crisis!	7581
Elective surgeries continue at some US hospitals during coronavirus outbreak despite supply and safetyworries 	2874
U.S. meat plants became covid-19 hot spots as worker illnesses spiked in rush to maintain food supply.	307
Sweeping restrictions for coronavirus have angered some Idahoans given its opposition to wide-ranging government action.	3098
Coronavirus help: Nextdoor, Walmart launch program to help elderly	9741
Brooklyn field hospital never saw a coronavirus patient #SmartNews ..Cuomo &amp; DeBlasio Wasted So Much Taxpayers $$$	603
The Gwyneth Paltrow-approved doctor pushing wacky #Coronavirus #Covid19 conspiracies #quackery	4230
Up to 20% of hospital patients in #England got Coronavirus while in for another illness.	5523
Why New York failed on coronavirus while Seattle succeeded: report ... its simple: its because Bill DeBlasio is #AmericasWorstMayor	8990
New coronavirus cases across the world jump by the most in a single day, WHO says	1905
Hundreds of thousands in L.A. County may have the coronavirus, study finds	604
Some said they had come under pressure from patients to use the therapies widely touted by Trump and other supporters.	9776
After seventh coronavirus death at Terminal Island, congresswoman says inmates lackprotection	1988
Los Angeles Times: Some gyms reopen in defiance of coronavirus orders.	7395
#Airbnb cuts 1,900 jobs as #coronavirus hits home rentals: #COVID19	4061
Team Trump Pushes CDC to Revise Down Its COVID Death Counts #COVID19 #coronavirus	5119
Coronavirus crisis could deplete California's $21-billion budget surplus - Los Angeles Times	5197
Covid 19 last 17 days a that we know of	1751
Japan slow to test citizens for coronavirus despite elderly population | The Independent	1395
BREAKING:House passes Democrats $3 trillion coronavirus HEROES aid package.	1056
Australian stock market down 7.33% in worst day since GFC as coronavirus sparks recession fears - The Guardian #marketing #reviews	7720
Coronavirus in NY: says nursing homes must supply own PPE	4643
FBI serves warrant on #Republican senator in investigation of stock sales linked to #coronavirus .	165
As coronavirus cases resurge, lockdowns reimposed on at least threecontinents	829
While lockdown lifts for most Greeks, in Lesbos refugee camp conditions remain diabolical. #Greece	2237
Top Iranian general displays device that he says detects coronavirus 	7576
Coronavirus: School lunch programs going broke because of kids' hunger	1972
Did you know that #Newham is one of London's worst effected areas by #coronavirus	655
The president is cheering on a ruling that undermines efforts to keep Wisconsin safe and will put lives in danger.	6133
#DeVos #diverting #money from #public #schools &amp; #colleges 2 #private &amp; #religious #institutions #COVID19 #Pandemic being used to #privatize #education &amp; #appeal to #wealthy #donors &amp; #ReligiousRight #supporters b4 #election	1641
Four of Fuscos other children have also contracted the virus and remain hospitalized, according to The Times.	6992
Living in these counties raises your risk of death from coronavirus, study says	5706
Fact check: LIAR repeats false claim he has power over state #coronavirus restrictions, threatens to shut down Congress #TrumpIsTheWORSTPresidentEVER	585
Saudi Arabia's financial crisis, due to coronavirus and oil price decline, prompts austerity	1928
Germany's coronavirus death rate is so low because: early, widespread testing; plenty of ICU beds; and a trusted government.	4013
#QAnonViolence among anti-lockdown protesters spreads as coronavirus restrictions continue - The Washington Post	9718
#SouthKorea doubles rescue package to $80 billion amid #coronavirus woes	6815
The Richest Neighborhoods Emptied Out Most as #Coronavirus Hit New York City - The New York Times #NYC	309
Ngon som sa Covid19?Software eats the world.Alphabet earnings are out Here are the numbers from	2054
White House and CDC remove #coronavirus warnings about sharing cups and choirs in faith guidance at houses of worship.	1687
CNBC: #HongKong falls nearly 2% as #Chinas inflation data misses expectations #	1165
Billionaire Dan Gilbert gives retailers free rent during coronavirus	9463
The # of US COVID-19 cases is artificially low b/c testing is so limited.	3396
MLB will conduct the country's largest coronavirus antibody test on employees from	9040
Over 16,000 people have signed up to be exposed to Covid-19 for science	6846
This is unbelievable!2 million chickens will be slaughtered over coronavirus staff issues.	8171
Italy: PM warns of worst crisis since WW2 as coronavirus deaths leap by almost 800	193
Trump told to wear coronavirus mask for upcoming Ford ventilator factory visit, but it's not clear he will  CNBC #news #CNBC	10055
Trump first started destroying the economy with tariffs on China.Must be looking at removing them#TrumpOwnsEveryDeath	6480
#TrumpAdministration has muzzled the #CDC from the very beginning giving politics the leading role and the agency #CDC a supporting backstage role #ScienceMatters	264
How Wuhan tested 6.5 million for coronavirus in days	5879
Trump upends NC/Republican Covention talksNC asks for written framework, to start negotiations, flexibility as COVID-19 situation evolves	5309
#Coronavirus probably circulating in #Yemen, U.N. says, amid funding shortage #reuters	4464
UK official #coronavirus #covid19 death statistics have been under-reported by about 8,000.	90
Coronavirus: OSHA regulation to protect health care workers languishes || The Washington Post	7795
READ: President Trump's executive order to temporarily halt immigration amid coronavirus outbreak - CNNPolitics	9907
#NewYork, #NewJersey #coronavirus or #COVID19 'attack rate' is 5 times higher than rest of #US, top official says #Pandemic #PublicHealth	8478
GSK, the worlds largest vaccine maker, plans to produce 1 billion doses of #vaccine efficacy boosters for #COVID19 shots next year	1425
US coronavirus: 75 million Americans told to #stay #home as testing reveals more cases - CNN	311
Trump to order U.S. meat processing plants to stay open despite coronavirus fears - Reuters	1822
Just a couple weeks ago there were a handful of cases and 'risk of transmission was low.'	1032
Germany is performing well against Covid-19 with a contact-tracing &amp; quarantine program that doesnt even focus heavily on testing:	8760
The CHAIRMAN OF THE STOCK Exchange implicated in #COVID2019 #InsiderTrading scheme	252
More Americans are dying from #coronavirus than you'll ever know.	517
I do find it shocking that we have had over 25,000 deaths so far and German only 5000. #COVID19 #BorisJohnson #BORISISBACK	6391
Trump wants to terminate Obamacare amid coronavirus and jobs crises -	3316
California inmates tried to catch coronavirus in bid for freedom	4987
Most California voters back coronavirus protections for undocumented #farmworkers , poll finds #equity #labor #socialjustice	1359
Coronavirus in NY: NYC's ICU-bed capacity ranks in bottom quarter nationally	4905
Here is a timeline - it might help tory lover Kuennsberg to understand that Cummings breached the lockdown rules	2733
Seven family members got infected with #coronavirus, leaving 4 dead - CNN	1516
CNN: All states will be partially reopened by Memorial Day weekend despite at least 17 recording upward case trends.	541
Variousstudiesestimate that somewhere between 100 million and 400 million people will be pushed back into extremepoverty. #poverty #Crisis #pandemic #coronavirus #CoronavirusOutbreak #CoronaVirusUpdate #COVID19 #COVID2019 #COVID #business #money	9922
Overloaded ventilator fire kills five coronavirus patients in Russia: media | Article [AMP] | Reuters	1870
Nursing home workers warned US government about safety violations before Covid-19 outbreaks and deaths	566
#Coronavirus in #nursinghomes : More US states pressured to name facilities where patient died in large numbers	363
Treasury yields move higher on coronavirus drug hopes, China data #China #CNBC#Roboinfo0.120#Robotex group	10147
McConnell admits he was wrong to say Obama administration failed to leave pandemic playbook - CNNPolitics	1364
CDC sources say White House putting politics ahead of science; 'We've been muzzled'	264
A new Washington Post-ABC News poll finds Joe Biden leading Donald Trump in the presidential race, 53% to 43%.	3052
The president invoked the Defense Production Act (DPA) to mandate meat processing plants stay open during the pandemic.	4351
New estimate puts number of coronavirus deaths in care homes in England and Wales at &gt;22,000	2305
President Superspreader Nomask sought an economic reopening but found the virus in the White House instead	3172
Coronavirus continues to hit the political elite in Burkina Faso: now US Ambassador confirms illness	5399
Some Airbnb hosts are planning on selling their properties due to the COVID-19 pandemic.	3651
While America Is Deep In Coronavirus Pandemic Trump Corruptly Builds His Wall...	2013
#China pressured #EU to drop #COVID19 disinformation criticism: sources | #Coronavirus	6478
April 3 (Quarantine Enacted): 515 New #Coronavirus CasesToday: 650 New Coronavirus CasesIn 4 days Georgia opens back up.	7543
U.S. children less likely than adults to get very ill from coronavirus, new CDC study suggests	882
The child was one of 708 new victims to have died after testing positive for coronavirus	4168
Nearly a dozen Liberty University students sick with #coronavirus symptoms after Falwell reopened campus.	1476
Sixth confirmed Amazon worker dies amid calls for the company to release data on coronavirusinfections	1114
Thanks to trump's bungling of the pandemic, rat sightings are up.	3159
#Latino essential workers bear brunt of coronavirus - Los Angeles Times #Indeed #LatinX #PovertyDefinedByRace	1813
Why were not closing schools: closures for 13 weeks reduce peak of Covid-19 by 10%-15% .	7853
